workerid,item,response,response_type,partial,condition,batch,y,sentence,election
4,1476726741,645a61d734533660e4cf7ed65f894877,276489,daily,38,Female,NY,4-year college degree,Democrat,TRUE,TRUE,TRUE,she gets sworn in.,10,The entire world will be watching the president when,female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
6,1476728241,2ab10d9c382d26f3c45df2ed67e6f446,762667,daily,30,Female,GA,Professional degree,Other,TRUE,TRUE,TRUE,it will influence a lot,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476728260,cd31384912d2d195394c3858abdc926f,422810,daily,58,Female,MA,Professional degree,Independent,TRUE,TRUE,TRUE,he or she made.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
9,1476729925,e37c3e7c2885f171cc418c1bbfae73b4,257545,daily,35,Female,NY,4-year college degree,Democrat,TRUE,TRUE,TRUE,them will be deciding whether to intervene in Syria.,10,"The newly elected president will face many challenges, and one of",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
8,1476729967,b71c45d1f757280855533fa8feac64ee,636187,daily,55,Female,IN,4-year college degree,Independent,TRUE,TRUE,TRUE,Hillary Clinton will finally be the first woman elected to the position.,10,"As commander in chief,",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476730503,4dda9aed8d833501038033e13ff60b28,141243,daily,24,Male,NY,4-year college degree,None,TRUE,TRUE,TRUE,insane.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476731180,44e8bd13c6f2bc250d1ac43c4b0bb178,804793,daily,51,Female,CA,Professional degree,Democrat,TRUE,TRUE,TRUE,she goes,10,"Once the general election is over, the president will be followed by the press wherever",female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
12,1476731280,0e625e7c99cc2adefc67ccbe4a53791f,83694,weekly,26,Female,NC,Professional degree,Independent,TRUE,TRUE,TRUE,safety,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476731686,22ce01f98cbe0a22d7d0e5f3d98dfd1e,205229,daily,32,Female,VA,Professional degree,Republican,TRUE,TRUE,TRUE,the president will do is appoint a Supreme Court Justice.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476732108,afd74327a3042d0b027e4ebed04c3bf6,604672,daily,33,Male,TX,Some college,Independent,TRUE,TRUE,TRUE,the oath of office,10,"During the inauguration speech, the president will emphasize",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476732244,2f154bdc99c66484c1e7b3955aad51d0,571832,daily,33,Male,other,Professional degree,Republican,TRUE,TRUE,TRUE,na,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476732526,8851fc25de01d97f17aff803ec115876,959460,weekly,22,Male,LA,Some college,Independent,TRUE,TRUE,TRUE,she has sworn to uphold.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
7,1476733064,d6c758c6c1a1c9d2e23aa755a24b7e5b,985952,daily,31,Male,NC,Professional degree,Independent,TRUE,TRUE,TRUE,healing the rift between parties.,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476734441,b0287a2fd62c055f4c284d69a4b14ffe,940625,daily,68,Female,FL,High school graduate,Republican,TRUE,TRUE,TRUE,traveling ahead,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476735016,b3a374a619cb72857719d361f42298bd,910513,daily,50,Female,GA,2-year college degree,Democrat,TRUE,TRUE,TRUE,he or she goes.,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
12,1476735506,7bab83f292c657bedf9cc5519bf9e77d,933337,daily,61,Female,FL,4-year college degree,Democrat,TRUE,TRUE,TRUE,the safety and security of the president and his entourage.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
1,1476735616,e73c8938a4ea903f4238efcfd2c9fb17,611415,daily,30,Male,OK,2-year college degree,Republican,TRUE,TRUE,TRUE,Donald Trump did was repeal Obamacare,10,"After moving into the Oval Office, one of the first things that",trump,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476735639,24af5e6d82243b7c4e810ee049b2497e,392556,daily,27,Male,NE,4-year college degree,Other,TRUE,TRUE,TRUE,what they will do the first month in office.,10,"During the inauguration speech, the president will emphasize",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
3,1476735939,793f94a7ff2b67201ac92b84e9973fb7,513892,daily,24,Male,MN,4-year college degree,Democrat,TRUE,TRUE,TRUE,vice president,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476736225,a4ec53ab1adc05502cfb7cb12f888c51,705953,daily,34,Male,CA,Some college,None,TRUE,TRUE,TRUE,the Oath of Office is given.,10,The entire world will be watching the president when,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476736316,025c21193c508741983f1e8cad02d4e7,202575,daily,24,Female,NJ,Some college,Independent,TRUE,TRUE,TRUE,the nation's debt will decrease,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
6,1476736442,a5996001fe4dc35de8e569a12328f574,684707,daily,49,Female,IN,4-year college degree,Democrat,TRUE,TRUE,TRUE,it will be capable of making changes that can largely affect our future.,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
7,1476736924,591a2468478c2bca92352a1be9e9d5a1,22078,daily,29,Female,NJ,4-year college degree,Independent,TRUE,TRUE,TRUE,a better economy.,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476737807,d839eebd479e38492855faa5fd6ceafc,377707,daily,60,Male,WI,4-year college degree,Rather not say,TRUE,TRUE,TRUE,them will be to try to bring the country back together.,10,"The newly elected president will face many challenges, and one of",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
10,1476737879,1edc14539361528cf1574c018a41bfa7,874877,daily,51,Female,NC,4-year college degree,None,TRUE,TRUE,TRUE,parked at the ceremony.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
12,1476738225,954d5ca9e2c0de700a4d03611dc36420,953291,daily,23,Male,AZ,4-year college degree,Rather not say,TRUE,TRUE,TRUE,safety,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476738769,2f8b9fc379fc06999b1dc738193a12a2,842228,weekly,21,Female,KY,Some college,Republican,TRUE,TRUE,TRUE,problems facing the country,10,"During the inauguration speech, the president will emphasize",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476738779,2229c6d79c18bd2b0804253d6bcfff33,551072,daily,69,Female,OH,2-year college degree,Democrat,TRUE,TRUE,TRUE,she will do is pick the staff.,10,"After moving into the Oval Office, one of the first things that",female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
4,1476740383,17b0d7bd204a60e0fda9d13fde46b19a,52278,daily,37,Male,CA,4-year college degree,Independent,TRUE,TRUE,TRUE,President Clinton will be inaugurated.,10,The entire world will be watching the president when,clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476740642,82cc50c12350e6e31dbf462f685709ef,830490,daily,29,Female,TX,4-year college degree,Independent,TRUE,TRUE,TRUE,they had held during their campaign%2C such as on immigration%2C security%2C and environmental issues.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
6,1476740885,315dbb07f3e4f8690f611a34af996705,313498,monthly,25,Other,FL,High school graduate,Rather not say,TRUE,TRUE,TRUE,it will be sufficient to deal with congress.,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476744169,ece14f03513a8f7b5269a9510bd5420e,757821,daily,49,Male,CA,4-year college degree,Independent,TRUE,TRUE,TRUE,driving down Pennsylvania avenue,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476744292,ff36f9f74395ac5e87d4ce8c1e7c1285,646020,daily,34,Female,OH,High school graduate,Republican,TRUE,TRUE,TRUE,they might go,10,"Once the general election is over, the president will be followed by the press wherever",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
12,1476744876,25eeac4afce099c329826796785089cb,339993,daily,50,Male,MS,Some college,Republican,TRUE,TRUE,TRUE,the safety of the new president.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476747190,29aadaa21076a888961ba583afeb1e95,492606,daily,44,Male,KY,4-year college degree,Republican,TRUE,TRUE,TRUE,new president will do is begin vetting potential supreme court justices.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476748417,35491d9b1d3a3c4d45946dd8397bd01c,292099,daily,32,Female,ME,Some college,Rather not say,TRUE,TRUE,TRUE,political platform,10,"During the inauguration speech, the president will emphasize",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476749023,95e01ebedd4b72390e549ffef52a847f,221701,daily,35,Female,MI,Some college,Republican,TRUE,TRUE,TRUE,serve,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476749492,aec3f0dea25fefb66a6d022edb9f8676,997501,daily,42,Female,TX,Some college,Republican,TRUE,TRUE,TRUE,he is sworn in,10,The entire world will be watching the president when,male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
5,1476749865,f37987dea86b63b84d2c0eaca4f4adf8,2754,daily,35,Female,other,Some college,Republican,TRUE,TRUE,TRUE,he or she makes.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
6,1476750427,2c5ca33fe1c13e802648e3dd70d8d88d,347294,weekly,23,Male,other,Some college,Other,TRUE,TRUE,TRUE,they will still have a large amount of control,10,"Although the president's political power will not be absolute,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
7,1476751367,624547ee6357539ab9f09664b5e95938,300036,weekly,35,Female,FL,Some college,None,TRUE,TRUE,TRUE,establishing their place amongst the world leaders.,10,"During the first term, the president will have to work towards",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
8,1476752256,81550c9ffe7e37c55990ed2d0d2dc0a1,287222,daily,27,Female,NY,Some college,Rather not say,TRUE,TRUE,TRUE,of the United States of America%2C for next 4 years.,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476752515,1462043633c18f9b83934abe15ee74c0,161635,daily,30,Female,FL,4-year college degree,None,TRUE,TRUE,TRUE,them will be the trust of the people.,10,"The newly elected president will face many challenges, and one of",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
10,1476752590,9cf4b700109b7b4e808de074670dec58,949804,daily,29,Male,TX,4-year college degree,Republican,TRUE,TRUE,TRUE,escorted by police and will travel to The White House.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476753468,381630f57afe2072d5be9aebdd2845d2,627554,daily,20,Female,NC,Some college,Independent,TRUE,TRUE,TRUE,they go. ,10,"Once the general election is over, the president will be followed by the press wherever",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
12,1476753534,08ca276ae2cce69367b78a31d7c23dbe,887961,daily,24,Male,KY,Some college,Democrat,TRUE,TRUE,TRUE,the president's safety. ,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476754048,4a489f30db81f359a37938d0579fbb05,92990,daily,26,Male,PA,2-year college degree,None,TRUE,TRUE,TRUE,the new President will do is. ,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476754065,fa9644840530fc77701f5563a489f086,836695,daily,42,Female,KS,4-year college degree,Independent,TRUE,TRUE,TRUE,the win,10,"During the inauguration speech, the president will emphasize",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476754850,467c47b47bbf55e16241666390bd8668,536089,weekly,27,Male,NY,Professional degree,Democrat,TRUE,TRUE,TRUE,their family.,10,"Even before Inauguration Day, the Secret Service will protect the president and",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
4,1476755188,16a92a770e6bfb49b2e17b54b60b0756,436008,daily,28,Female,FL,4-year college degree,Democrat,TRUE,TRUE,TRUE,They take the oath of office at the inauguration.,10,The entire world will be watching the president when,neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
5,1476755222,77ccddf98ca7279c3b1cbdda72249ad0,850038,never,35,Male,MI,Less than high school,Independent,TRUE,TRUE,TRUE,he or she made,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
7,1476755627,f471ca631c5f72b0d3283a73a45c29e3,348381,daily,21,Female,IL,Some college,None,TRUE,TRUE,TRUE,gaining the trust of the citizens.,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476755670,34bad08ef03947e550105e8f128e3db8,832380,weekly,24,Female,AZ,4-year college degree,Other,TRUE,TRUE,TRUE,Hillary Clinton,10,"As commander in chief,",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
6,1476755713,4d1ed6e451794710994a47459b657c91,679761,daily,30,Female,AR,4-year college degree,Other,TRUE,TRUE,TRUE,until granted by Acts of Congress,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476755847,473234d1b9aa4e480200c38973d99ab9,934602,daily,42,Male,KY,4-year college degree,None,TRUE,TRUE,TRUE,Them will be the repair of the economy,10,"The newly elected president will face many challenges, and one of",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
10,1476756308,8921e653bc4930185e982d7531acda1a,296281,weekly,34,Male,WI,4-year college degree,Democrat,TRUE,TRUE,TRUE,turned over to the new president at this time.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476756872,818416474c38a6c82bb151b70b89403e,712230,daily,32,Female,MD,4-year college degree,Independent,TRUE,TRUE,TRUE,they go.,10,"Once the general election is over, the president will be followed by the press wherever",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
12,1476757462,69d2fe795a0b48e057219ec0fd531e5f,968891,daily,20,Male,NC,4-year college degree,Republican,TRUE,TRUE,TRUE,safe transportation for the new president.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476757838,b9da3d7ce464605e0d4ffd472bedcd76,611043,daily,42,Female,VA,Professional degree,Independent,TRUE,TRUE,TRUE,the president will do,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476758222,2ac90d950b8e0057f98460bd461746c8,94949,daily,45,Female,PA,4-year college degree,Democrat,TRUE,TRUE,TRUE, health care.,10,"During the inauguration speech, the president will emphasize",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476758244,c5665399adf6ba5e4a2253ec06e082c7,600841,daily,32,Male,NY,Professional degree,Republican,TRUE,TRUE,TRUE,vice president to be.,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476759050,2956436616d08fdbab7c8ce4f1ea3a7a,178573,daily,31,Female,WV,Some college,Independent,TRUE,TRUE,TRUE,sworn in for the next four years.,10,The entire world will be watching the president when,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476759159,ba74b7a5b132e2ba2fcc60fd7ec65b16,997647,daily,25,Male,NC,High school graduate,None,TRUE,TRUE,TRUE,they made while campaigning.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
6,1476760166,63c3db1f913fe45211c08f563de8fb63,989158,daily,37,Female,MA,High school graduate,Independent,TRUE,TRUE,TRUE,he or she will be responsible for many decisions being made for this country.,10,"Although the president's political power will not be absolute,",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
8,1476761584,021bbb42f6c383660836957c2037b49b,372325,weekly,36,Male,CA,Professional degree,Democrat,TRUE,TRUE,TRUE,they will be charged control of the United States armed forces.,10,"As commander in chief,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
9,1476762202,f18615d90c8d0efec7fea98b9f806b44,69065,daily,33,Male,OK,4-year college degree,None,TRUE,TRUE,TRUE,those is US foreign policy.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476763022,dad6d0da127c99c197a24fcffd334f62,223897,daily,21,Male,RI,Some college,Independent,TRUE,TRUE,TRUE,Trump,10,The president's motorcade will be,trump,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
12,1476767350,d88e49a7bcc47aa13825c839ca35699a,337103,daily,22,Female,CA,4-year college degree,Democrat,TRUE,TRUE,TRUE,the safety of the new president,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476768082,8b49044067768d07da6bcd1e25c01eae,335444,daily,23,Male,MA,4-year college degree,Independent,TRUE,TRUE,TRUE,their thanks to their supporters%2C as well as what he/she will attempt to accomplish over the next four years.,10,"During the inauguration speech, the president will emphasize",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
1,1476768091,fa6d9f7aae290c690b131c44a09f00da,29591,daily,28,Female,NY,2-year college degree,Democrat,TRUE,TRUE,TRUE,the new President will do is settle in.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476768603,e80141e79e793b8a348acdfa0855798d,530797,daily,22,Male,IA,4-year college degree,Republican,TRUE,TRUE,TRUE,their family,10,"Even before Inauguration Day, the Secret Service will protect the president and",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
5,1476769831,59705d34fb555095aa28c2dc27af7399,841898,daily,50,Female,AZ,2-year college degree,Independent,TRUE,TRUE,TRUE,healthcare will be revamped or the immigration issue will reach a compromise.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
6,1476771761,c384cf3e3fb2136b56abcf23779ce743,996643,daily,18,Male,OR,Less than high school,Independent,TRUE,TRUE,TRUE,untill 2018,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476776177,23f22d2365007df10cbd5665c2dc8f81,634410,daily,24,Male,NY,Some college,Independent,TRUE,TRUE,TRUE,Barack Obama,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476777020,5a92202241621e40ac22d9a2d7fc4150,144585,weekly,30,Male,AL,High school graduate,Democrat,TRUE,TRUE,TRUE,clinton,10,"The newly elected president will face many challenges, and one of",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476778577,aca1e348c98ff564616c4438a3581760,76558,weekly,28,Male,TX,Professional degree,None,TRUE,TRUE,TRUE,traveling through the streets ,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476784055,3634806c2725c05a1e14c0e56940777c,650194,daily,24,Male,NY,Professional degree,Republican,TRUE,TRUE,TRUE,he goes,10,"Once the general election is over, the president will be followed by the press wherever",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
3,1476791083,e2885394176719cde106c7f1b2e56bfc,673621,daily,45,Female,TX,2-year college degree,Republican,TRUE,TRUE,TRUE,first person,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476792807,946de15fe87458a3879392e94ea55a78,446176,daily,36,Female,NJ,High school graduate,None,TRUE,TRUE,TRUE,HE IS ELECTED,10,The entire world will be watching the president when,male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
5,1476796508,b1b356cdd209dfe1e1d340f83547eaf8,68536,daily,28,Female,PA,4-year college degree,Democrat,TRUE,TRUE,TRUE,he or she has made,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
6,1476796572,3289010bf0229b1a4a68dcac92109c41,733143,daily,27,Male,MI,Some college,Democrat,TRUE,TRUE,TRUE,they will have a significant amount of influence in the world.,10,"Although the president's political power will not be absolute,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
8,1476796723,c1e7caf122e60cc8e615fea5bfda2266,211115,weekly,28,Female,IN,Professional degree,Independent,TRUE,TRUE,TRUE,of the United States of America,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476797588,fa761ce62c410c742d52a26b3706cc1c,404963,weekly,26,Female,CA,Some college,Other,TRUE,TRUE,TRUE,the most important jobs in this world.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476798609,1e60d315e6e20a93df92b76efb4a1fcc,86456,daily,23,Female,KS,2-year college degree,Independent,TRUE,TRUE,TRUE,New,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476798805,9f3bdc873e1c593d29c6ac34f981522a,520279,daily,25,Female,TX,Some college,Republican,TRUE,TRUE,TRUE,he or she goes.,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
2,1476800458,c737df81b018b1602927ed0edf2ce081,93672,daily,39,Female,MA,4-year college degree,None,TRUE,TRUE,TRUE,their plans for the next four years. ,10,"During the inauguration speech, the president will emphasize",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
3,1476803908,eb9c665ff5b6581b75603533784e376c,938020,daily,38,Male,TX,2-year college degree,Democrat,TRUE,TRUE,TRUE,vice president.,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476804503,32765f1ca5d1b6abfb2dae0a3a9ccb5c,970996,weekly,41,Male,ND,4-year college degree,Rather not say,TRUE,TRUE,TRUE,he/she takes the oath,10,The entire world will be watching the president when,both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
5,1476804815,54607a797ebcbf67e821eadba9c30037,737105,daily,32,Female,PA,4-year college degree,Republican,TRUE,TRUE,TRUE,they've made.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
6,1476888580,01a28b1293b2a93306f295d3e37af4c1,956329,daily,35,Male,FL,4-year college degree,Independent,TRUE,TRUE,TRUE,it will be significant.,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476888936,9460f316c65407b62472a714b5a637a9,517170,daily,33,Male,OH,Some college,Democrat,TRUE,TRUE,TRUE,they will be responsible for the direction of this country for the next 4 years.,10,"As commander in chief,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
7,1476889113,6d6a7a8de3bfda3ec38400e581bc3d08,715737,daily,32,Male,IN,Some college,Republican,TRUE,TRUE,TRUE,prevents a sitting President to remain in office more than two terms.,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476894905,d7b9eec133e0ee8d8ab346aec1e4d81b,820378,weekly,38,Male,WI,2-year college degree,Independent,TRUE,TRUE,TRUE,the most uncertain futures of recent memory.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476895739,0354d397dda1f6bcc577e55cdef0bfcc,843122,weekly,38,Male,CO,Some college,Democrat,TRUE,TRUE,TRUE,the presidential duties take them.,10,"Once the general election is over, the president will be followed by the press wherever",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
10,1476895831,b3174b9226db5dda3106bb4043c0dd92,731099,daily,48,Female,FL,4-year college degree,Republican,TRUE,TRUE,TRUE,arriving at a secure location.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
12,1476896434,271478875c4b8dfbec8f1963276d874f,785294,daily,34,Female,IN,2-year college degree,None,TRUE,TRUE,TRUE,safe arrival of the president.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476896681,2bf2e5e34e64a0b43a74ffb0c3916a50,586496,daily,32,Female,AK,4-year college degree,Republican,TRUE,TRUE,TRUE,what their plan is for the country. ,10,"During the inauguration speech, the president will emphasize",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
